customer_id,number_complaints,distinct_stores_visited,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_loyalty_flag,latitude,longitude,typical_hour_sin,typical_hour_cos,customer_age,education_level,is_male,tenure,total_children,pct_spend_groceries,pct_spend_vegetables,pct_spend_nonalcohol_drinks,pct_spend_alcohol_drinks,pct_spend_meat,pct_spend_fish,pct_spend_hygiene,pct_spend_petfood,pct_spend_technology,log_total_spend
2628,2,2,289,0.2191181724272518,1,38.73946030980401,-9.174670857428804,-0.8660254037844385,-0.5000000000000004,28.0,12,0,10,0,0.4627207089816815,0.0012742597475732546,0.023799883672416595,0.018990580754156244,0.02375877851926907,0.03321296374319967,0.008122378261950806,0.012413756250552351,0.4157066900692005,10.09941816791159
2629,2,3,46,0.1822458678867392,1,38.747396152921105,-9.157383235051231,-0.2588190451025208,-0.9659258262890682,36.0,22,0,10,2,0.730005051355447,0.014227984509176629,0.027866644216198014,0.12215861256103722,0.04335746758713588,0.027361508671493517,0.005556490991749452,0.005135544704495706,0.024330695403266545,9.38252741428954
2630,2,2,97,0.311921735215885,1,38.74687060499136,-9.156467635317815,0.7071067811865476,-0.7071067811865475,28.0,22,0,1,3,0.7075652681624823,0.007089832346317457,0.01609808991575611,0.03311368754691801,0.03336391692384686,0.08441070981733255,0.03536575193927768,0.028526148969889066,0.05446659437818,9.39182824802156
2631,1,6,66,0.9221903046331554,1,38.7587847111471,-9.126304904253525,-0.707106781186547,-0.7071067811865479,45.0,22,1,16,1,0.7095359242038776,0.04281077287481358,0.013773137994560926,0.009649969295552242,0.08807790157031319,0.04333713483638916,0.02973945082902009,0.013685411000964997,0.04939029739450829,9.341368634382587
2632,1,1,69,0.2662044661135017,1,38.74408371373355,-9.184411623484271,-1.0,-1.6653345369377348e-16,39.0,12,0,12,0,0.37819100040977705,0.0028795144695602094,0.04292691570775143,0.05005925154773903,0.028263542024298673,0.021175506406919696,0.004917324709556666,0.0235677184277851,0.4480192262966121,10.024565155141941
2633,1,2,121,0.149188760279816,1,38.745405436203505,-9.143606601894556,-0.4999999999999998,-0.8660254037844388,60.0,17,1,16,1,0.7274615704196095,0.09434981304528459,0.01832156211051101,0.014665558786871624,0.0035729123390112172,0.0013294557540506854,0.052970502700457,0.008059825508932281,0.07926879933527212,10.088763075406442
2634,1,1,125,0.2945076898894038,1,38.76065005038059,-9.15996056123576,-0.8660254037844385,-0.5000000000000004,44.0,12,1,7,0,0.39478029984133667,0.006389707390257855,0.024868050383706247,0.04425304104739393,0.029833025720730932,0.03639542790532008,0.024047750110632603,0.0028062904078835172,0.4366264071927382,10.050322249993844
2635,0,2,42,0.1716170191768498,1,38.74527539110401,-9.140084017293836,-0.4999999999999998,-0.8660254037844388,50.0,15,0,11,1,0.7217288703968204,0.11674843196919829,0.033844625225113334,0.021797180649568402,0.0018630068931255045,0.00832143078929392,0.039309445444948146,0.015835558591566788,0.04055145004036515,9.686822967319628
2636,0,4,235,0.7590214452460005,1,38.77652252762015,-9.152336720398324,0.9659258262890683,-0.25881904510252063,52.0,22,1,15,1,0.834667069938207,0.006406136448605983,0.021318781951918272,0.007960412177120221,0.02365019554468963,0.028039974291439302,0.03249276421637198,0.006481749862425595,0.03898291556922198,10.770831708009096
2637,1,3,223,0.3359409099483127,1,38.770395670187,-9.17757416153434,-0.9659258262890684,-0.25881904510252063,65.0,15,0,11,2,0.8242584853735603,0.006278666802568544,0.015227805524411374,0.014392008969524004,0.02334114769136683,0.007379472021200693,0.021710325145245134,0.006930995821017225,0.0804810926511059,10.80071778167154
2638,1,4,69,0.07323325815938092,1,38.728858803703474,-9.184540345560883,-0.2588190451025208,-0.9659258262890682,26.999999999999996,22,0,0,2,0.7511198428290766,0.07721021611001964,0.015952848722986246,0.017485265225933203,0.0012573673870333987,0.0032220039292730845,0.031041257367387033,0.009155206286836935,0.09355599214145383,10.144510313937575
2639,0,1,125,0.2685704026324857,1,38.73649966299442,-9.17474334525924,0.9659258262890683,-0.25881904510252063,78.0,22,1,7,1,0.7228973076006672,0.037455325232308795,0.009578270192994997,0.032165832737669764,0.042792470812485106,0.041934715272813915,0.06409340004765308,0.027638789611627353,0.021443888491779844,9.951610827717856
2640,2,2,24,1.0,1,38.74685907110333,-9.155932826051156,0.7071067811865476,-0.7071067811865475,34.0,17,1,6,3,0.673584480036093,0.016298217911121137,0.01240694789081886,0.032314459733814575,0.04094292803970223,0.032596435822242274,0.005695916986239567,0.015226708775095871,0.17093390480487256,9.78318258949248
2641,0,5,94,0.05022816373200312,0,38.775216287521914,-9.167475937564165,0.4999999999999999,-0.8660254037844387,85.0,17,0,10,1,0.6627906976744186,0.10058139534883721,0.03074127906976744,0.005523255813953488,0.004796511627906977,0.015406976744186047,0.1345203488372093,0.013226744186046512,0.03241279069767442,9.529593783265282
2642,0,4,103,0.08592667111234581,0,38.716241832408706,-9.196391871634322,0.258819045102521,-0.9659258262890682,32.0,15,0,11,1,0.6368035294954814,0.1218245214544937,0.036860456841955457,0.02213050594179179,0.004340710168647264,0.000711591830925781,0.039422187433288264,0.017362840674589056,0.1205436561588273,9.550662331752143
2643,0,6,165,0.2809403054069431,1,38.695182639698515,-9.181133349286045,-0.707106781186547,-0.7071067811865479,68.0,17,1,9,1,0.8666528583264291,0.008202154101077051,0.0028583264291632145,0.004308202154101077,0.005758077879038939,0.004142502071251038,0.022535211267605635,0.010314830157415078,0.07522783761391881,10.091666918814242
2644,2,4,17,0.8123918719223492,1,38.716458946901994,-9.124309343313191,-0.5000000000000004,0.8660254037844384,35.0,15,0,16,1,0.7083373680642975,0.004067008811852426,0.01394403021206546,0.01762370485136051,0.0672993124818437,0.02101287886123753,0.0585842935993028,0.06516897453277816,0.043962428585261934,9.242613932526478
2645,1,4,68,1.0,1,38.731417260668586,-9.125222543029604,-0.707106781186547,-0.7071067811865479,86.0,22,1,9,0,0.7744280116293768,0.04152445961319681,0.008026798129187208,0.012261408165845027,0.031095942358740993,0.013083048919226393,0.040955631399317405,0.019719378081152827,0.058905321703956515,9.669219856718984
2646,0,6,375,0.11362948572766651,1,38.72391456380327,-9.153205280744253,0.7071067811865476,-0.7071067811865475,64.0,15,0,20,3,0.6942115994562755,0.042874943362029905,0.02109764386044404,0.029565020389669235,0.03992976891708201,0.018605573176257363,0.009458541005890348,0.013791345718169461,0.13046556411418214,10.47200644708059
2647,2,4,266,0.8633953152573319,1,38.72095253600694,-9.196857991577192,-0.5000000000000004,0.8660254037844384,53.0,15,0,12,1,0.8066593587284188,0.017219329496665752,0.03809262811729241,0.014798574952041656,0.05448981456106696,0.008860875125605188,0.037133461222252674,0.007947382844614962,0.014798574952041656,9.9940135792355
2648,2,2,55,1.0,1,38.74754965565305,-9.156720332555224,0.8660254037844387,-0.49999999999999983,32.0,22,0,11,2,0.6036557501904036,0.012718964204112719,0.023153084539223153,0.03236862147753237,0.039756283320639754,0.048743335872048744,0.04150799695354151,0.02718964204112719,0.1709063214013709,9.482731125859004
2649,1,2,116,0.14058919249678162,1,38.77828715364729,-9.192497973503304,0.8660254037844387,-0.49999999999999983,62.0,22,1,14,2,0.4156993901239426,0.2249655715128861,0.0436749950816447,0.04603580562659847,0.014164863269722605,0.014459964587841826,0.06866024001573874,0.0,0.17233916978162503,9.226902460275161
2650,1,5,147,0.16105349687420487,1,38.70209091653611,-9.205278303178693,0.258819045102521,-0.9659258262890682,82.0,22,1,9,1,0.8999789540145218,0.02443965063664106,0.003262127749131853,0.013258970851310113,0.001104914237609176,0.0029990529306534778,0.0014469115016310609,0.006392718089024518,0.047116699989477005,10.545683485467018
2651,0,3,360,0.1305259872541464,1,38.753438561719,-9.176742502393296,-0.2588190451025208,-0.9659258262890682,74.0,15,0,19,5,0.6958042778990866,0.0049775774224601445,0.016271043178136227,0.03174379563757601,0.03183771219271677,0.012796130637928201,0.04064238923716278,0.009602967763142447,0.15632410603179075,10.659421721194839
2652,0,2,98,0.24382129786940915,1,38.76670469274421,-9.16296717515667,1.0,5.551115123125783e-17,65.0,15,1,18,3,0.8160956795125272,0.029235406605516483,0.0018798820211972903,0.017437526334554178,0.02310958415713221,0.02343370174699381,0.01785887920137426,0.01260817424561631,0.05834116617508832,10.337021680571885
2653,2,2,106,0.5506268609093998,1,38.748479411216806,-9.15595351551996,0.9659258262890683,-0.25881904510252063,34.0,17,0,7,2,0.7780445511537949,0.013138588768840869,0.008269974656529278,0.04074963318660798,0.05895691609977324,0.03721488595438175,0.018340669601173802,0.014872615712951847,0.03041216486594638,9.61547209118311
2654,1,4,172,0.4889987209684141,1,38.78577879748726,-9.12383017933821,0.8660254037844387,-0.49999999999999983,60.0,22,1,10,3,0.6541207670338637,0.007751937984496124,0.023255813953488372,0.04625662994696043,0.05171358629130967,0.025754793961648308,0.0687984496124031,0.013769889840881273,0.108578131374949,9.883743923499516
2655,0,2,135,0.2548832730222686,1,38.76041799964953,-9.16673764213924,1.0,5.551115123125783e-17,54.0,22,0,14,0,0.7936514557437223,0.009385167264536582,0.011220488862934846,0.003795778760323684,0.06586301826979228,0.03228497539000584,0.04292149828981397,0.013848335697005089,0.027029281721865354,10.084766899751639
2656,1,5,238,0.011501059631068011,1,38.76948770234527,-9.194534726958588,1.1796119636642288e-16,-1.0,65.0,15,1,7,2,0.6987198689912727,0.014299123280011183,0.015197811195654345,0.03644678768997264,0.019032212969065165,0.0318135522137679,0.031114572723823217,0.008267928823917081,0.14510814211251571,10.821257190289682
2657,1,1,40,0.14969684244723383,1,38.746786554335074,-9.133451948910697,0.7071067811865476,-0.7071067811865475,77.0,17,0,14,2,0.5076517599047781,0.16782860057813298,0.023465397041319502,0.04557048121067846,0.005781329705832341,0.0018704301989457576,0.058663492603298756,0.01861928243496004,0.17054922632205408,9.372714290960442
2658,0,2,77,1.0,1,38.77689715571635,-9.133500809945089,-0.8660254037844385,-0.5000000000000004,65.0,22,0,7,2,0.7654884829229547,0.043685464654487687,0.013999205718824464,0.014594916600476569,0.043884034948371724,0.0014892772041302622,0.02204130262112788,0.05708895949166005,0.03772835583796664,9.21761385594268
2659,1,5,56,0.354862475549997,1,38.738605340295344,-9.15096357752894,-0.4999999999999998,-0.8660254037844388,52.0,22,0,11,1,0.7774286946343868,0.0008008377995441385,0.01995934208094622,0.007638760549497936,0.038378611470461406,0.008747612887328282,0.030123821844391056,0.020328959526889668,0.09659335920655455,9.69486308732112
2660,1,1,139,0.2838161661513682,1,38.71924326411835,-9.175164026507131,-1.0,-1.6653345369377348e-16,67.0,12,1,11,0,0.49893033889434685,0.009548906007547308,0.009181640391872413,0.044145327004122555,0.03643274907494973,0.01054052316986953,0.014286632449753473,0.005508984235123447,0.3714248987724147,10.212047042137549
2661,0,2,45,0.21875590936694533,1,38.78600775980188,-9.157471215172786,-0.4999999999999998,-0.8660254037844388,63.0,15,1,5,2,0.6645970445796597,0.09859679622500932,0.04364832981497579,0.006022600273190116,0.0035390537687818202,0.010617161306345461,0.10759965230348938,0.028498696138085186,0.03688066559046318,9.68700923909068
2662,1,2,172,0.3874706806001995,1,38.7615890624804,-9.195428318052038,-1.0,-1.6653345369377348e-16,72.0,12,1,11,1,0.5705654402266761,0.003083461810908788,0.027292803866827784,0.03441810075419809,0.04096004000166674,0.028709529563731823,0.006125255218967457,0.01308387849493729,0.27576149006208595,10.085809109330082
2663,2,5,142,0.47717470747668544,1,38.76363961111584,-9.174917441426134,-0.4999999999999998,-0.8660254037844388,54.0,22,0,6,2,0.646035133803973,0.002462649811196848,0.014201280577901822,0.07978985388277787,0.02462649811196848,0.017402725332457725,0.025693646363487112,0.010096864225907077,0.17969134789033,9.407796816354407
2664,1,2,54,0.6093316622819732,1,38.760044734374446,-9.14074716839422,-0.9659258262890684,0.25881904510252024,60.0,15,1,6,2,0.8630407381864017,0.0192037860591215,0.0130205236747604,0.01248543366072915,0.035613213156079813,0.023579633284977055,0.0007134533520416657,0.014328521486836786,0.01801469713905206,9.730359604709978
2665,0,3,281,0.2213596656790248,1,38.77742947769503,-9.172362809399894,0.9659258262890683,-0.25881904510252063,70.0,22,0,16,3,0.6619039843239712,0.016655780535597648,0.009654637491835401,0.03557723709993468,0.02814745264532985,0.04370101241018942,0.02922926192031352,0.006184683213585892,0.16894595035924231,10.799432709744853
2667,0,4,115,0.7768960008709271,1,38.71686078555031,-9.187343448014504,0.7071067811865476,-0.7071067811865475,48.0,17,1,5,1,0.45009261164848735,0.008026342868903066,0.039308499691294504,0.03169376414900185,0.20806750360156412,0.0572134183988475,0.10104959868285654,0.0362214447417164,0.06832681621732867,8.48879371689454
2668,1,3,70,0.1343756281031564,1,38.71496708946444,-9.1523332830489,0.8660254037844387,-0.49999999999999983,28.0,22,1,10,2,0.6009546120792253,0.12659258609673904,0.01954323941721058,0.025180712326021322,0.003570399508913471,0.003733259837390227,0.041466745173696806,0.020608095411097052,0.15835035014970622,9.678191686653776
2669,1,1,82,0.12365142974871612,1,38.78428768346725,-9.183989518037814,-0.4999999999999998,-0.8660254037844388,52.0,17,0,7,1,0.7002004462766158,0.06852993457130971,0.014485079989410385,0.024129193298286753,0.0023070231836919935,0.0003025604175333762,0.017056843538444087,0.021330509436103023,0.15165840928860483,10.182708934070043
2670,1,1,108,0.1536839412330331,1,38.746623172702705,-9.15005169958958,-0.7071067811865477,0.7071067811865475,50.0,12,0,12,0,0.3916527510843652,0.004999107302267452,0.026885955239085456,0.07011353014692755,0.026759927323902245,0.030540764779398637,0.009704149469107408,0.014493210246069504,0.42485060440887656,10.077661423568852
2671,2,3,103,0.3721533338984165,1,38.74022211968267,-9.1243274755936,0.8660254037844387,-0.49999999999999983,86.0,17,1,13,3,0.6497987841424779,0.018038074036019064,0.027599394925364614,0.04069983160658732,0.03319348117704141,0.05537003738904587,0.036361560635899196,0.011844621400234038,0.12709421468733054,10.464188465795766
2672,0,4,13,0.7508106375889805,1,38.71466805448616,-9.122064495552555,-0.25881904510252157,0.9659258262890682,65.0,22,1,18,2,0.7690786872281534,0.009489916963226572,0.012709710218607015,0.006891487318533582,0.04100999830537197,0.002485454442749816,0.06546912952606902,0.0174546687002203,0.07541094729706828,9.781545881730885
2674,0,1,129,0.19479889670558279,1,38.767227455284335,-9.143365195112384,0.9659258262890683,-0.25881904510252063,85.0,17,0,9,1,0.8011431419036257,0.03794113649748569,0.014383654731882635,0.006946436930882952,0.026162395614684163,0.008834055662101145,0.024916567252080156,0.017985231271046946,0.061687380136210564,10.184499931952974
2675,1,1,76,0.2721394824000478,1,38.75866691606966,-9.150668745018663,-0.4999999999999998,-0.8660254037844388,52.0,22,1,12,2,0.7228830692557243,0.023743476421082325,0.014481169777610606,0.010578776623254502,0.028962339555221213,0.03488645446424374,0.06944379143354178,0.031454229159810054,0.0635666933095115,9.965052908194282
2676,0,3,237,0.2827414732931558,1,38.740730356241976,-9.150157960138758,0.8660254037844387,-0.49999999999999983,79.0,22,0,20,5,0.752139266887336,0.021552041191614565,0.017432879735196763,0.026602917739364962,0.03307588574230722,0.03413019492460463,0.0028441829103837165,0.005467696457030771,0.10675493441216133,10.616094164252292
2677,2,2,49,1.0,1,38.74779002735447,-9.157175545004677,0.258819045102521,-0.9659258262890682,28.0,22,0,1,3,0.7823951348822704,0.004054264774676439,0.010837361609231249,0.05496647434897864,0.03804771557773273,0.015983159207859036,0.04841727740527054,0.0371900826446281,0.008108529549352877,9.45930760329985
2678,0,2,36,1.0,1,38.76062703924909,-9.16174967058469,-0.8660254037844386,0.5000000000000002,25.0,17,0,5,0,0.7258379982464424,0.0008767788493963715,0.029877925406353274,0.10359479328252512,0.02859647939569704,0.04235516287853241,0.002225669386929251,0.01085856882713968,0.05577662372698455,9.604272564270623
2680,2,1,168,0.2520013802288459,1,38.762765113360075,-9.162297991711368,-0.707106781186547,-0.7071067811865479,67.0,12,1,12,0,0.34445645270910163,0.0023174712822969707,0.031642396354439405,0.06439896159459851,0.040511180684768194,0.040778581217340924,0.009047051352043938,0.016133165465221217,0.4507147393401892,10.018566936618196
2681,0,1,171,0.1793033613503567,1,38.76070309953762,-9.145992963952922,1.0,5.551115123125783e-17,66.0,17,0,16,2,0.8212642648025333,0.014847344207444584,0.009768775766266356,0.017774989544123796,0.026438429826133716,0.01616179721574954,0.04525900699050009,0.012427555714883192,0.03605783593236541,10.418554170559373
2682,0,5,243,0.6252267960765336,1,38.73082571926455,-9.130388144827654,1.1796119636642288e-16,-1.0,77.0,17,0,21,3,0.8381527064165373,0.005376986497789461,0.015354283665909905,0.014418289719998407,0.016051300434141873,0.016210618552594893,0.026884932488947307,0.006193491854861194,0.06135739036921974,10.82406906582744
2683,1,5,112,0.8467607665694473,1,38.77766477899143,-9.131967393097682,-0.2588190451025208,-0.9659258262890682,24.0,15,1,9,3,0.7531146525643775,0.041211081731341866,0.01018366326020153,0.02254698777960409,0.047881083398842283,0.02274946997308178,0.038412063174444365,0.021081969556206677,0.0428190285619,9.72869359216274
2684,1,2,86,0.2088952268505078,1,38.78083968024874,-9.088380834584568,0.9659258262890683,-0.25881904510252063,48.0,22,0,9,2,0.13503097040605644,0.21679284239504473,0.08520302821748107,0.03193392980041294,0.02078458362009635,0.0023399862353750862,0.2645560908465244,0.048038540949759116,0.19532002752924982,8.890961212781146
2685,0,3,56,1.0,1,38.71259360716811,-9.120802464769575,-0.707106781186547,-0.7071067811865479,44.0,17,1,8,1,0.7268877911079746,0.0034403669724770644,0.01755469301340861,0.012967537050105858,0.05266407904022583,0.06192660550458716,0.045077628793225126,0.026817219477769938,0.05266407904022583,9.335826992017598
2686,2,2,37,0.2691262842804114,1,38.73592882133129,-9.164891655209182,-0.8660254037844386,0.5000000000000002,72.0,12,0,6,0,0.34447768197548245,0.0015836705965159247,0.021995424951610065,0.0581265763387882,0.08633937474338671,0.03783213091676931,0.019297319490879226,0.03577922458795237,0.39456859639861575,9.743905482711662
2690,0,3,328,0.2554603812353884,1,38.72086193644609,-9.19421022984094,0.258819045102521,-0.9659258262890682,64.0,15,0,12,1,0.7313378867014866,0.019485737243873043,0.014825231016472479,0.028163921253515467,0.019485737243873043,0.032241864202490964,0.029831257533145843,0.005062274005624749,0.11956609079951788,10.815388664108726
2692,0,2,19,0.8945875319378612,1,38.71016682234378,-9.148808518178129,-1.0,-1.6653345369377348e-16,26.0,22,1,5,0,0.7631673751711219,0.01491461920887672,0.011456156783629944,0.09107284386483176,0.02694718639671446,0.02183154405937027,0.02031846674832481,0.007133078752071475,0.043158729015058725,9.538204234060796
2693,1,5,115,0.17224409967338142,1,38.772822792313605,-9.121255214653663,0.258819045102521,-0.9659258262890682,26.999999999999996,22,0,14,2,0.6711488132839997,0.1059922389676022,0.009836657341395182,0.01872574677375688,0.0020305026622146017,0.002842703727100442,0.01985380380832055,0.022516018409890804,0.1470535150257197,10.006179510759674
2694,2,2,29,0.7783683560743566,1,38.74790771063216,-9.155782260574806,0.4999999999999999,-0.8660254037844387,31.0,15,0,14,2,0.6410842538380993,0.009807247039391214,0.023670122553718642,0.046086687215184274,0.034067279189464214,0.04439069712566549,0.04114619434571652,0.022416564661465632,0.13733095403129472,9.515056536983744
2695,0,4,17,0.6195333195745818,1,38.717868791374165,-9.148088673691662,-1.0,-1.6653345369377348e-16,24.0,22,0,5,0,0.5582053354890865,0.003152789005658852,0.0116410670978173,0.0894907033144705,0.03152789005658852,0.04801940177849636,0.03185125303152789,0.015844785772029104,0.21026677445432498,9.423110302862831
2696,1,1,133,0.2115155594593499,1,38.74523382049896,-9.1566065382232,0.8660254037844387,-0.49999999999999983,60.0,17,0,10,2,0.7253861461195868,0.07538140813038946,0.008101961527527717,0.02008907419691083,0.035819198332227804,0.015540604567421587,0.04055718752961243,0.00663318487633848,0.07249123471998484,9.957360018000617
2697,2,3,71,0.9837993441794232,1,38.7468156028891,-9.155860328438305,0.9659258262890683,-0.25881904510252063,35.0,22,0,12,2,0.6994268594503061,0.020841474534323303,0.01817116060961313,0.03712387651426338,0.04044548651817116,0.004363683730623942,0.027549824150058615,0.0031262211801484957,0.14895141331249187,9.639196432874924
2698,0,4,184,0.2689183502994708,1,38.710673211097834,-9.185018147983534,0.7071067811865476,-0.7071067811865475,50.0,15,1,14,5,0.6039752750368607,0.03402517863218782,0.03056595213791539,0.0554043325394125,0.058126346829987525,0.04695474651241919,0.027446977429964842,2.8354315526823182e-05,0.1434728365657253,10.470759670120469
2699,0,1,95,0.10682610296896011,1,38.75563956651075,-9.1558469676585,-0.04823619097949572,-0.9128004075284769,71.0,22,1,17,1,0.7401177460050462,0.07283431455004205,0.01757779646761985,0.016358284272497896,0.0039108494533221195,0.005340622371740959,0.026156433978132883,0.012573591253153911,0.10513036164844407,10.076642221505265
2700,1,2,122,0.2099992555459922,1,38.73023453201485,-9.159273198070853,-0.8660254037844386,0.5000000000000002,61.0,12,1,11,0,0.09511674674935908,0.0012895104465697417,0.03764142398796457,0.07718641101610353,0.04347492362720867,0.0660720590718595,0.010131867794476597,0.04808031807924349,0.6210067392272148,9.69807647251714
2701,1,4,22,0.7092795451859504,1,38.797832306386695,-9.1972508043523,0.8660254037844387,-0.49999999999999983,24.0,15,0,5,1,0.6915282468884467,0.0032850599176421596,0.0236431777171147,0.04793411372784898,0.03030583445148753,0.04326100032387915,0.017258131680007404,0.004256697358071531,0.13852773793550177,9.98109653186311
2702,0,6,45,0.9194839647304012,1,38.766992381770606,-9.191626507802638,-0.707106781186547,-0.7071067811865479,41.0,15,0,15,1,0.7080332409972299,0.009325946445060018,0.014035087719298246,0.00951061865189289,0.08919667590027701,0.01394275161588181,0.04939981532779317,0.04542936288088643,0.06112650046168052,9.290167671835738
2703,2,3,58,0.6681259761555965,1,38.748459280293574,-9.15750549420615,0.7071067811865476,-0.7071067811865475,29.0,15,0,10,3,0.7263295419612665,0.015293575161389487,0.019981555487242546,0.04173071011374116,0.030049185367353213,0.024823240086074394,0.0357362434675684,0.013525976022133415,0.09252997233323086,9.473704136776757
2704,1,5,55,0.962868849002284,1,38.773896527272726,-9.123850039672735,-1.0,-1.6653345369377348e-16,79.0,22,0,5,0,0.6411545811123404,0.028663381273257568,0.0109624861711757,0.051392939756612695,0.06336115860404304,0.01910892084883838,0.03872070803580408,0.04425223775520467,0.10238358644272352,9.204724633190548
2705,0,1,68,0.2932185784538316,1,38.75167579851664,-9.139429423257438,1.0,5.551115123125783e-17,61.0,17,1,7,2,0.7062011173184357,0.08776536312849162,0.009776536312849162,0.0048603351955307265,0.04636871508379888,0.04715083798882681,0.03430167597765363,0.01016759776536313,0.05340782122905028,9.792611856190192
2706,0,5,340,0.132479332662441,1,38.723154888262215,-9.154281576785618,1.1796119636642288e-16,-1.0,79.0,22,0,6,3,0.7563840850441013,0.014944343873974503,0.006220390555790933,0.020529214651619613,0.032238185109579015,0.022089126834341177,0.0300234949736163,0.007356622886415283,0.11021453607056195,10.857594165094508
2707,0,2,15,1.0,1,38.73187295595271,-9.166177406536132,-0.5000000000000004,0.8660254037844384,24.0,17,0,5,0,0.4722183636616197,0.011737741352965689,0.0038199749965272954,0.08723433810251424,0.02430893179608279,0.040908459508265035,0.03201833587998333,0.01757188498402556,0.31018196971801637,9.57491403870827
2708,2,4,318,0.38232326062579786,1,38.71711524376558,-9.123855774497468,-0.9659258262890684,-0.25881904510252063,41.0,17,0,19,1,0.677107295558132,0.006772299821491009,0.03283706607286357,0.018402988645356007,0.028954035468693448,0.035039290380757836,0.04213057533876835,0.007631105958274291,0.15112534275566353,10.615339944726404
2709,0,3,158,0.1182793781085614,1,38.75304609331978,-9.08006299822294,0.258819045102521,-0.9659258262890682,62.0,17,0,6,2,0.6837528604118993,0.08080345792016272,0.028832951945080093,0.008644800406814137,0.003712178998220188,0.00783117213323163,0.09000762776506484,0.020645817442156114,0.07576913297737096,9.886646535340102
2710,1,4,128,0.4660495541113,1,38.777073299174205,-9.197760462849656,1.1796119636642288e-16,-1.0,34.0,22,0,10,1,0.8249937270600044,0.005835293019238961,0.02275764277503195,0.011962350689439872,0.03250258211716102,0.005426822507892234,0.020656937288105925,0.009599057016648092,0.06626558752647764,10.44217733957031
2711,1,3,60,0.6490292094029739,1,38.780381596229816,-9.161068984655255,-0.4999999999999998,-0.8660254037844388,25.0,15,0,10,2,0.7505339978640085,0.10332858668565326,0.009433962264150943,0.007653969384122464,0.06327874688501246,0.0073869704521181915,0.016998932004271994,0.031950872196511215,0.009433962264150943,9.326967183907902
2712,2,1,33,0.7186725550486488,1,38.74867684468853,-9.156384829901784,0.9659258262890683,-0.25881904510252063,28.0,15,0,7,2,0.7541444033429237,0.009727359912316757,0.017947664063570352,0.04528017536648856,0.049390327442115356,0.034114262227702426,0.020345252774352653,0.006918755993971777,0.06213179887655842,9.58870831219998
2713,1,2,110,0.1785929084863455,1,38.73667294605488,-9.152012084572013,-0.25881904510252157,0.9659258262890682,55.0,12,0,9,0,0.3538602841860716,0.008125776649197688,0.02697066292074126,0.06332054676103517,0.032070884434599385,0.048927548760062674,0.011799665027824301,0.017807553082284294,0.43711707817818357,10.049199151853092
2715,1,1,173,0.27360201443217,1,38.73507277883755,-9.169743863177626,0.6727406610312547,-0.38026031683890427,46.0,17,0,15,3,0.8493947665922188,0.027931728568671245,0.009319767281550722,0.010422698320787493,0.020955689745498662,0.025643146662254944,0.02112112940138418,0.0077756638266192404,0.027435409601014704,10.498691088765947
2716,2,2,20,0.1957978382598728,1,38.74678406955601,-9.156652779062131,0.4999999999999999,-0.8660254037844387,30.0,15,0,8,3,0.7725431075096579,0.02195420710449449,0.011306887779138792,0.07603882031470838,0.06247055497974183,0.0002826721944784698,0.014793178177706586,0.0271365306699331,0.013474041270140394,9.26992916338784
2717,2,1,16,0.5044425738393651,1,38.747782315080634,-9.15753534915457,1.1796119636642288e-16,-1.0,32.0,15,1,6,3,0.7000955812072641,0.006249540474965076,0.007278876553194618,0.05499595617969267,0.036320858760385266,0.043085067274465115,0.02389530181604294,0.0255863539445629,0.10249246378942725,9.517972119735584
2718,0,1,152,0.1119010018678954,0,38.74495773412081,-9.162075592177027,0.7071067811865476,-0.7071067811865475,73.0,17,1,18,3,0.8911193701403491,0.015428627316739205,0.008949092865176781,0.004645703946403247,0.013154677490341826,0.004107780331556556,0.018167147537776908,0.010978531957552936,0.03344906841410338,10.61886089185424
2719,2,2,18,0.4616117928386235,1,38.7629279833169,-9.150824151148704,-0.2588190451025208,-0.9659258262890682,76.0,22,1,12,4,0.900039123630673,0.00869414014953921,0.008954964354025386,0.014845244305338201,0.026473656755346898,0.005216484089723527,0.008889758302903842,0.008085550339071466,0.01880107807337854,10.736592308507754
2720,1,3,99,0.1046015975975485,1,38.77149892284552,-9.163602562664384,0.4999999999999999,-0.8660254037844387,76.0,15,0,11,0,0.6725074790890775,0.0409670920080591,0.032358507845411805,0.010623359179437084,0.000671591672263264,0.007509615971671042,0.12607607302033091,0.030160571463459306,0.07912570975029,9.70381635740706
2721,1,1,95,0.1921045288056378,1,38.77447263718583,-9.156554598194733,-0.2588190451025208,-0.9659258262890682,52.0,15,0,13,1,0.6007844145823957,0.08988619558927538,0.05207998456889346,0.012344885231145117,0.0048222207934160615,0.0012216292676654021,0.11695492830965087,0.032019546068282646,0.08988619558927538,9.652073119254888
2722,2,1,25,0.4980535511713823,1,38.736628068229074,-9.199922239069323,-0.7071067811865477,0.7071067811865475,74.0,12,1,8,1,0.5026186592792335,0.001639223335983411,0.013212140088026294,0.055012335155603276,0.03809555032825447,0.02803071904531633,0.0189822062306879,0.01085165848421018,0.33155750805268464,10.325588514295719
2723,0,4,111,0.1101966203744425,1,38.780151720088625,-9.118520182910148,0.7071067811865476,-0.7071067811865475,62.0,15,0,12,3,0.6046786699960573,0.08507469225040522,0.019801112717396065,0.026503701756691637,0.0004380777149866386,0.0013580409164585798,0.02733604941516625,0.010908135103167302,0.22390152012967102,10.035743131656599
